id,age,job,marital,education,preferred_contact,balance,loan_house,loan_personal,n_marketing_contacts,marketing_potential,period,proba_invest,rank,target
15713,38,management,married,,,3098.67,no,no,0,unknown,2,0.07953207558772148,4159,0
17416,36,blue-collar,married,secondary,cellular,-3.14,yes,no,0,unknown,2,0.07952882890404195,4160,0
16638,35,services,single,secondary,cellular,41.9,yes,no,1,unknown,2,0.07952256275851471,4161,0
22813,42,blue-collar,married,primary,cellular,1482.0,yes,no,3,low,2,0.07949969114762839,4162,0
18061,38,entrepreneur,married,tertiary,cellular,2108.26,yes,no,1,unknown,2,0.07948965485760978,4163,0
20048,35,technician,divorced,secondary,cellular,-873.13,yes,no,0,unknown,2,0.07948534979941557,4164,0
21290,50,blue-collar,married,secondary,cellular,645.28,yes,no,0,unknown,2,0.07948526589333083,4165,0
22824,42,blue-collar,married,secondary,cellular,254.33,yes,no,0,unknown,2,0.07945734140711985,4166,0
20174,39,blue-collar,married,secondary,cellular,111.64,yes,no,0,unknown,2,0.07945699532592165,4167,0
22646,36,blue-collar,married,secondary,cellular,-35.86,yes,no,0,unknown,2,0.07944421587631922,4168,0
20441,32,services,single,secondary,cellular,1223.45,yes,no,0,unknown,2,0.07944058469516427,4169,0
20492,44,management,married,primary,cellular,2000.1,yes,no,6,low,2,0.07943667874768368,4170,0
19024,29,unemployed,single,primary,cellular,71.1,no,no,0,unknown,2,0.07940762692618153,4171,0
22191,36,services,divorced,secondary,cellular,129.37,yes,no,1,unknown,2,0.07940016295007653,4172,0
22359,33,blue-collar,married,secondary,telephone,-3.13,yes,no,1,unknown,2,0.07937914491847461,4173,0
16981,37,blue-collar,married,secondary,cellular,2082.38,yes,yes,7,low,2,0.07937867925897137,4174,0
15991,32,blue-collar,single,primary,cellular,1415.66,yes,no,2,unknown,2,0.07936293896314746,4175,0
19369,44,blue-collar,married,secondary,cellular,293.68,yes,no,0,unknown,2,0.07931350265845104,4176,0
22628,40,blue-collar,married,secondary,cellular,102.18,yes,no,0,unknown,2,0.07930982462371812,4177,0
20959,46,blue-collar,married,secondary,cellular,-362.99,no,yes,0,unknown,2,0.07929699547729809,4178,0
21749,38,services,married,secondary,cellular,5355.58,yes,no,1,unknown,2,0.07929392707813716,4179,0
17878,51,blue-collar,married,secondary,telephone,805.32,yes,no,1,unknown,2,0.07925813110030389,4180,0
20559,37,services,divorced,secondary,cellular,1474.39,yes,no,0,unknown,2,0.07924966102881875,4181,0
18316,36,blue-collar,single,primary,telephone,103.55,yes,no,1,low,2,0.07923726609776875,4182,0
18827,53,technician,single,secondary,cellular,-201.46,yes,no,0,unknown,2,0.07923650077135627,4183,0
21814,59,management,married,tertiary,,7186.0,no,no,1,unknown,2,0.07923647882160864,4184,0
20477,37,blue-collar,married,secondary,cellular,-78.19,yes,no,0,unknown,2,0.07921229246256133,4185,0
16079,37,blue-collar,married,secondary,cellular,-79.74,yes,no,0,unknown,2,0.07920829693516714,4186,0
15758,33,blue-collar,married,primary,cellular,3634.95,yes,no,1,low,2,0.07916153741564957,4187,0
21239,43,services,divorced,secondary,cellular,960.71,no,yes,0,unknown,2,0.0791118455576897,4188,0
16966,57,,divorced,,,4204.86,no,no,2,unknown,2,0.07910730878391331,4189,0
19522,35,services,divorced,secondary,cellular,-38.07,yes,no,1,unknown,2,0.07909090935169236,4190,0
16640,45,blue-collar,married,primary,cellular,105.04,yes,no,4,low,2,0.07907731363117008,4191,0
21271,45,blue-collar,married,secondary,cellular,245.56,yes,no,0,unknown,2,0.07906702622308877,4192,0
22047,33,services,divorced,secondary,cellular,1181.75,yes,no,0,unknown,2,0.07898555569627057,4193,0
19897,25,services,single,secondary,cellular,-52.46,no,yes,0,unknown,2,0.07893041760068657,4194,0
17511,36,blue-collar,married,secondary,telephone,-39.71,yes,no,1,unknown,2,0.07891770593067975,4195,0
17647,50,services,single,secondary,cellular,1872.22,yes,no,0,unknown,2,0.07890832732723546,4196,0
15675,34,technician,married,secondary,cellular,-53.31,yes,no,3,unknown,2,0.07887321335614304,4197,0
19242,35,blue-collar,married,secondary,cellular,-314.46,yes,no,0,unknown,2,0.07884898426126397,4198,0
16752,41,admin.,married,primary,cellular,1252.44,yes,no,2,low,2,0.07884406691791102,4199,0
18844,48,blue-collar,married,secondary,cellular,301.02,yes,no,0,unknown,2,0.07884317478624589,4200,0
21182,61,retired,married,tertiary,cellular,3191.56,yes,yes,2,unknown,2,0.07883775172304444,4201,0
16087,46,blue-collar,married,secondary,cellular,181.42,yes,no,0,unknown,2,0.07878014972550872,4202,0
19308,48,services,married,secondary,cellular,2611.62,yes,no,0,low,2,0.07875534204548956,4203,0
21192,31,services,single,secondary,cellular,903.92,yes,no,0,unknown,2,0.07874037868910129,4204,0
21122,28,services,single,secondary,cellular,12.16,no,yes,0,unknown,2,0.07873039812271224,4205,0
19351,31,services,single,secondary,cellular,898.26,yes,no,0,unknown,2,0.0787258689467813,4206,0
22516,29,services,single,secondary,cellular,26.97,no,yes,0,unknown,2,0.07864659090627484,4207,0
18010,33,services,single,secondary,cellular,215.93,no,yes,0,unknown,2,0.07864373588704539,4208,0
22931,36,blue-collar,married,secondary,cellular,-348.21,yes,no,0,unknown,2,0.07864061900803976,4209,0
19850,37,blue-collar,married,secondary,telephone,509.91,no,yes,0,unknown,2,0.07863967715024889,4210,0
17530,44,management,married,,,3036.17,no,no,0,unknown,2,0.07863732233076805,4211,0
19747,52,admin.,married,secondary,telephone,-84.24,no,yes,0,unknown,2,0.07857943486065194,4212,0
20314,33,technician,married,secondary,cellular,380.95,no,yes,2,unknown,2,0.07854332895506488,4213,0
17879,35,services,married,secondary,cellular,551.6,yes,no,1,low,2,0.07853390476484232,4214,0
19435,53,admin.,married,secondary,cellular,-1623.55,no,yes,0,unknown,2,0.07850129639058198,4215,0
16862,51,housemaid,single,primary,cellular,746.4,no,no,0,unknown,2,0.07845664198337014,4216,0
19206,39,admin.,married,secondary,telephone,-10.84,yes,no,0,unknown,2,0.07844093295544484,4217,0
22585,42,services,single,secondary,cellular,-50.21,yes,no,1,unknown,2,0.07843065178580354,4218,0
18433,43,services,single,secondary,cellular,-36.35,yes,no,1,unknown,2,0.07834471208703453,4219,0
19561,46,management,single,tertiary,,2312.21,no,no,0,unknown,2,0.07833296291907342,4220,0
16446,31,blue-collar,married,primary,cellular,4839.39,yes,no,3,unknown,2,0.07825309916670835,4221,0
19413,49,services,divorced,secondary,cellular,906.03,no,yes,0,unknown,2,0.07824134834639106,4222,0
16799,45,technician,single,primary,cellular,239.68,yes,no,3,low,2,0.07823667958489251,4223,0
15887,44,services,married,secondary,cellular,3863.35,yes,no,2,unknown,2,0.078213061747658,4224,0
17098,31,services,married,secondary,cellular,231.24,yes,no,1,low,2,0.0782013301682505,4225,0
17918,23,services,single,secondary,cellular,297.31,yes,no,0,unknown,2,0.07816173945934807,4226,0
15809,36,technician,married,secondary,cellular,3822.25,yes,no,0,unknown,2,0.07813965926850672,4227,0
17735,39,services,single,secondary,cellular,1032.99,yes,no,0,unknown,2,0.07809906853113165,4228,0
22697,40,technician,married,secondary,cellular,537.45,no,yes,2,unknown,2,0.07809398288228359,4229,0
19482,47,management,married,secondary,cellular,391.3,yes,no,3,unknown,2,0.07805204425258894,4230,0
16338,46,technician,married,secondary,cellular,3514.9,no,yes,0,unknown,2,0.07804493824105117,4231,0
20506,49,self-employed,married,primary,cellular,5748.87,no,no,0,unknown,2,0.07804339790850683,4232,0
22025,57,retired,married,primary,cellular,40.45,yes,no,3,low,2,0.0780431604083918,4233,0
22269,46,technician,divorced,secondary,telephone,-116.23,no,yes,0,unknown,2,0.07800657310254605,4234,0
19707,47,blue-collar,married,secondary,telephone,121.97,yes,no,1,unknown,2,0.07799518033211884,4235,0
19401,42,blue-collar,married,primary,cellular,889.79,yes,no,3,low,2,0.07798143818741149,4236,0
19808,33,services,single,secondary,cellular,-48.54,no,yes,0,unknown,2,0.07796911740686913,4237,0
22917,63,technician,married,secondary,cellular,969.99,yes,no,3,unknown,2,0.07796712638828271,4238,0
19048,28,services,single,secondary,cellular,457.51,yes,no,0,unknown,2,0.0779648815359892,4239,0
19924,44,services,divorced,secondary,cellular,-73.6,yes,no,1,unknown,2,0.07790672647805427,4240,0
20474,30,technician,married,secondary,cellular,-921.98,yes,no,0,low,2,0.07790183378731162,4241,0
15530,33,admin.,single,secondary,cellular,172.32,yes,yes,3,low,2,0.07784225259148812,4242,0
21640,54,housemaid,single,,,6190.01,no,no,0,unknown,2,0.07783808586391043,4243,0
20192,45,technician,married,secondary,cellular,4130.68,yes,no,0,unknown,2,0.07783663251607242,4244,0
19515,29,blue-collar,married,secondary,cellular,2430.08,yes,yes,6,low,2,0.07777187246219776,4245,0
22662,34,admin.,married,primary,cellular,488.15,yes,no,2,low,2,0.07774315267801292,4246,0
17452,31,services,single,secondary,telephone,2055.79,yes,no,0,unknown,2,0.0777097857880013,4247,0
20342,52,technician,married,secondary,cellular,3662.97,no,yes,0,unknown,2,0.07769714448098503,4248,0
19285,47,unemployed,single,primary,cellular,257.63,no,no,0,unknown,2,0.07769676790569849,4249,0
20781,32,self-employed,married,tertiary,cellular,376.76,no,yes,1,unknown,2,0.07769541012066732,4250,0
18970,28,services,single,secondary,cellular,319.64,yes,no,0,unknown,2,0.07761532007518146,4251,0
15404,36,unemployed,divorced,primary,telephone,-20.18,no,no,1,unknown,2,0.07758825649791286,4252,0
20371,37,services,divorced,secondary,cellular,818.69,yes,no,0,unknown,2,0.07757505959060951,4253,0
21149,47,blue-collar,married,primary,cellular,2276.65,yes,no,2,low,2,0.07745819577143914,4254,0
21916,39,technician,married,,,829.53,no,no,1,unknown,2,0.07745472329867621,4255,0
16328,43,self-employed,divorced,primary,cellular,41.57,no,no,0,unknown,2,0.07741034676135329,4256,0
18244,60,services,married,primary,cellular,-47.82,no,no,0,unknown,2,0.07737696720695066,4257,0
18890,30,services,single,secondary,cellular,316.19,yes,no,0,unknown,2,0.07736649042917133,4258,0
20375,37,housemaid,divorced,secondary,cellular,1068.79,yes,no,1,low,2,0.07736081655337783,4259,0
18197,24,services,single,secondary,cellular,27.82,yes,no,0,unknown,2,0.0773582721827001,4260,0
21095,39,blue-collar,married,primary,cellular,495.61,yes,no,3,low,2,0.0773444177664911,4261,0
15705,28,student,married,tertiary,cellular,780.61,yes,no,1,unknown,2,0.07731287239419188,4262,0
17774,30,services,single,secondary,cellular,273.07,yes,no,0,unknown,2,0.0772577774276807,4263,0
21208,35,unemployed,married,tertiary,cellular,316.9,no,yes,1,unknown,2,0.07718431323412121,4264,0
23084,32,technician,married,tertiary,cellular,34.02,yes,yes,4,low,2,0.07717196198390387,4265,0
20337,36,management,divorced,tertiary,,95.55,no,no,1,unknown,2,0.0771346121047954,4266,0
16142,32,services,divorced,secondary,cellular,399.13,yes,no,0,unknown,2,0.07711610989183988,4267,0
18167,52,admin.,divorced,tertiary,cellular,-73.38,yes,yes,0,unknown,2,0.0771110589075769,4268,0
19718,33,services,single,secondary,cellular,339.34,yes,no,0,unknown,2,0.07706578968362145,4269,0
19814,28,services,single,secondary,cellular,98.85,yes,no,0,unknown,2,0.07705850884717547,4270,0
16068,33,blue-collar,single,primary,cellular,558.61,yes,no,2,unknown,2,0.07705826110662822,4271,0
20395,37,entrepreneur,married,tertiary,cellular,1714.65,no,yes,0,unknown,2,0.07705075679453455,4272,0
18456,53,blue-collar,married,secondary,cellular,-170.09,yes,no,0,unknown,2,0.0770431321458828,4273,0
17789,60,admin.,married,secondary,telephone,432.8,yes,no,0,unknown,2,0.07703653940350232,4274,0
17386,47,housemaid,divorced,primary,cellular,64.59,no,no,0,unknown,2,0.07698973300301723,4275,0
22955,39,technician,married,secondary,cellular,3504.53,yes,no,0,unknown,2,0.07697586635028628,4276,0
20407,45,entrepreneur,married,secondary,cellular,297.0,no,yes,5,low,2,0.07696892263041288,4277,0
17850,38,technician,married,secondary,cellular,2072.88,yes,no,1,unknown,2,0.07690477565943217,4278,0
22024,47,housemaid,single,primary,cellular,-57.64,no,no,0,unknown,2,0.07690204377265185,4279,0
19778,27,technician,married,secondary,cellular,149.85,yes,no,2,unknown,2,0.07679316140735203,4280,0
18226,25,management,single,tertiary,,701.63,no,no,0,unknown,2,0.07678381310642589,4281,0
15759,34,services,single,secondary,cellular,271.1,yes,no,0,unknown,2,0.07677529716310652,4282,0
20980,44,technician,married,secondary,cellular,2297.22,yes,no,1,unknown,2,0.0767524367638083,4283,0
22337,55,self-employed,married,tertiary,cellular,1838.47,yes,no,1,unknown,2,0.07674714319775705,4284,0
20983,40,admin.,single,primary,cellular,804.29,yes,no,1,unknown,2,0.07665864249832662,4285,0
16911,29,services,single,secondary,cellular,-16.24,yes,no,0,unknown,2,0.07665076880186777,4286,0
23038,29,services,single,secondary,cellular,-23.43,yes,no,0,unknown,2,0.0766327856833305,4287,0
20946,37,entrepreneur,married,tertiary,cellular,1533.96,no,yes,0,unknown,2,0.0765978422577611,4288,0
20142,37,blue-collar,married,primary,telephone,285.87,yes,no,4,low,2,0.07655323981204461,4289,0
16890,32,blue-collar,single,primary,cellular,918.2,no,yes,1,unknown,2,0.07654857567860841,4290,0
18443,40,blue-collar,married,primary,cellular,220.58,yes,no,3,low,2,0.07653481484911359,4291,0
20325,39,services,single,secondary,cellular,403.9,yes,no,0,unknown,2,0.07651318748795848,4292,0
19888,31,management,single,tertiary,cellular,326.64,yes,yes,3,unknown,2,0.07649554255964298,4293,0
18761,43,services,single,secondary,cellular,544.22,yes,no,0,unknown,2,0.07638902820700214,4294,0
16643,23,management,single,tertiary,,437.17,no,no,0,unknown,2,0.07636041955136513,4295,0
19727,36,services,single,secondary,cellular,194.21,yes,no,0,unknown,2,0.07634570373841142,4296,0
17078,50,technician,divorced,tertiary,,290.56,no,no,1,unknown,2,0.07632826984070745,4297,0
17971,41,technician,married,secondary,cellular,3340.28,yes,no,0,unknown,2,0.07632728259077956,4298,0
17820,42,blue-collar,married,primary,cellular,232.38,yes,no,3,low,2,0.0763271526352511,4299,0
19255,57,housemaid,married,primary,cellular,2726.43,no,no,2,unknown,2,0.07630426179068345,4300,0
18647,28,student,single,secondary,cellular,427.98,yes,no,4,unknown,2,0.07629800126848867,4301,0
15692,60,retired,married,tertiary,,1324.67,no,no,0,unknown,2,0.07628804532330448,4302,0
20300,37,entrepreneur,married,tertiary,cellular,2152.89,yes,no,0,unknown,2,0.07628251077139044,4303,0
17068,35,blue-collar,married,secondary,telephone,225.26,yes,no,0,unknown,2,0.07627863552615598,4304,0
18791,45,blue-collar,married,primary,cellular,331.53,yes,no,3,low,2,0.0762190674135216,4305,0
19245,59,entrepreneur,married,primary,telephone,-30.07,no,no,2,low,2,0.07619909276387055,4306,0
15583,31,entrepreneur,married,tertiary,cellular,467.06,yes,no,1,unknown,2,0.0761707463560612,4307,0
17415,34,services,single,secondary,cellular,28.08,yes,no,0,unknown,2,0.0761687106098442,4308,0
17745,34,self-employed,married,tertiary,cellular,1954.26,yes,no,0,unknown,2,0.07614298309219932,4309,0
17156,30,services,single,secondary,cellular,-173.84,yes,no,0,unknown,2,0.07613925732507527,4310,0
21373,36,services,single,secondary,cellular,93.68,yes,no,0,unknown,2,0.07609553307207115,4311,0
21423,27,technician,married,secondary,cellular,2579.98,yes,no,0,unknown,2,0.07609081157296615,4312,0
17086,42,management,divorced,tertiary,,-38.74,no,no,1,unknown,2,0.07608604276924921,4313,0
18772,46,management,divorced,tertiary,cellular,5027.78,yes,yes,0,unknown,2,0.07608120388136572,4314,0
19114,41,self-employed,married,secondary,cellular,3203.95,yes,no,3,low,2,0.07607008324695835,4315,0
15888,56,housemaid,divorced,primary,cellular,112.36,no,no,0,unknown,2,0.07604100662182736,4316,0
21816,45,management,divorced,tertiary,,61.01,no,no,1,unknown,2,0.07597975966119432,4317,0
17258,47,services,divorced,secondary,cellular,-93.75,no,yes,0,unknown,2,0.07596612222818645,4318,0
19377,36,services,single,secondary,cellular,26.46,yes,no,0,unknown,2,0.07592867481110468,4319,0
18318,39,technician,married,secondary,cellular,369.09,yes,no,2,unknown,2,0.07591831804629781,4320,0
21216,30,management,single,tertiary,cellular,2755.16,yes,yes,1,unknown,2,0.07590942959399453,4321,0
17852,41,blue-collar,married,secondary,telephone,359.51,yes,no,0,unknown,2,0.07590379743263659,4322,0
18059,51,services,married,secondary,cellular,5986.4,yes,no,0,unknown,2,0.0758977876398411,4323,0
15412,51,blue-collar,married,primary,cellular,3197.92,yes,no,1,low,2,0.07589535181622828,4324,0
21553,32,self-employed,married,tertiary,cellular,1758.72,yes,no,0,unknown,2,0.07589349007988339,4325,0
16355,50,services,married,secondary,cellular,211.3,yes,no,1,low,2,0.07588241783196192,4326,0
15775,28,technician,single,tertiary,,331.09,no,no,0,unknown,2,0.07587459347300456,4327,0
22717,36,management,single,tertiary,,854.39,no,no,0,unknown,2,0.07586207232023882,4328,0
17786,37,technician,married,,,90.82,no,no,1,unknown,2,0.07584471673372034,4329,0
18393,31,entrepreneur,single,secondary,cellular,81.76,yes,no,1,low,2,0.07582452204878723,4330,0
22067,36,blue-collar,married,secondary,telephone,83.83,yes,no,0,unknown,2,0.07580943400745034,4331,0
21223,30,self-employed,married,tertiary,cellular,1622.51,yes,no,0,unknown,2,0.07579149787267553,4332,0
18123,35,services,divorced,secondary,cellular,-3.44,yes,no,0,unknown,2,0.07575606842523734,4333,0
22406,31,technician,married,secondary,cellular,1277.16,yes,no,1,unknown,2,0.07575090265425749,4334,0
19528,25,student,married,tertiary,cellular,12.32,yes,no,1,unknown,2,0.07574994826911272,4335,0
16882,46,self-employed,married,primary,cellular,3309.16,no,no,1,unknown,2,0.0756829095870386,4336,0
18432,42,services,divorced,secondary,cellular,292.92,yes,no,0,unknown,2,0.07566636124563977,4337,0
19510,44,blue-collar,married,primary,cellular,354.44,yes,no,6,unknown,2,0.07565433219789477,4338,0
22387,34,technician,married,secondary,cellular,11.16,yes,no,2,unknown,2,0.0756204861249098,4339,0
17751,34,management,married,tertiary,cellular,2364.53,yes,yes,2,low,2,0.07561507478317156,4340,0
17928,35,technician,married,secondary,cellular,2756.73,yes,no,0,unknown,2,0.07558697607215331,4341,0
17496,50,services,divorced,secondary,cellular,638.01,yes,no,0,unknown,2,0.07557974260482257,4342,0
16557,40,services,single,secondary,cellular,53.65,yes,no,0,unknown,2,0.0755257424519788,4343,0
19018,38,technician,married,secondary,cellular,1515.6,yes,no,1,unknown,2,0.07551816156484246,4344,0
16215,51,management,married,,,751.79,no,no,1,unknown,2,0.07546780972482851,4345,0
16828,31,technician,married,secondary,cellular,2515.97,yes,no,0,unknown,2,0.07546190292819083,4346,0
20071,45,management,single,tertiary,,1118.54,no,no,0,unknown,2,0.07545790243348734,4347,0
15833,34,technician,married,secondary,cellular,1290.69,yes,no,1,unknown,2,0.07543225209095294,4348,0
18758,32,housemaid,married,primary,cellular,3880.14,no,no,0,unknown,2,0.07538782125735911,4349,0
17849,26,management,single,tertiary,,184.4,no,no,0,unknown,2,0.07538080184043007,4350,0
15444,39,services,single,secondary,cellular,-57.71,yes,no,0,unknown,2,0.07536835290312205,4351,0
19494,59,blue-collar,married,secondary,cellular,-1333.67,no,yes,0,unknown,2,0.07529392214966071,4352,0
19239,56,management,married,tertiary,cellular,865.01,yes,yes,7,unknown,2,0.07529096482205544,4353,0
22867,26,blue-collar,single,secondary,cellular,-8163.83,no,yes,0,unknown,2,0.0752879544238936,4354,0
17071,49,services,divorced,secondary,cellular,466.43,yes,no,0,unknown,2,0.07527396663546292,4355,0
21090,34,services,divorced,secondary,cellular,-257.16,yes,no,0,unknown,2,0.07524737846826254,4356,0
19219,49,admin.,single,primary,cellular,651.03,yes,no,1,unknown,2,0.07521794539187689,4357,0
16091,34,management,single,tertiary,cellular,2662.38,yes,yes,1,unknown,2,0.07521114370479078,4358,0
21400,38,housemaid,married,primary,cellular,4087.81,no,no,0,unknown,2,0.07519726009741458,4359,0
19394,56,management,divorced,tertiary,,260.52,no,no,1,unknown,2,0.07518168718878594,4360,0
16453,51,management,divorced,tertiary,,21.28,no,no,1,unknown,2,0.07517764134623525,4361,0
21375,41,services,divorced,secondary,cellular,43.85,yes,no,0,unknown,2,0.07516964892057039,4362,0
19350,31,services,married,secondary,cellular,4739.35,yes,no,0,unknown,2,0.07516563656141209,4363,0
16926,27,management,single,tertiary,,127.61,no,no,0,unknown,2,0.07512425612836433,4364,0
16477,41,technician,married,secondary,cellular,137.61,yes,no,2,unknown,2,0.07511268251928481,4365,0
20782,38,blue-collar,single,primary,cellular,0.38,yes,no,2,unknown,2,0.0750815351278188,4366,0
19697,43,management,married,secondary,telephone,566.35,yes,no,3,unknown,2,0.07507593120877416,4367,0
16770,43,management,divorced,tertiary,,938.88,no,no,0,unknown,2,0.07503510005253969,4368,0
21774,53,housemaid,married,tertiary,cellular,2389.35,yes,no,0,unknown,2,0.07498814605287245,4369,0
16123,40,entrepreneur,married,tertiary,cellular,1771.26,yes,no,0,unknown,2,0.07498729587756381,4370,0
19766,40,blue-collar,married,primary,cellular,-415.66,yes,no,3,low,2,0.07496058969989745,4371,0
15645,47,management,married,secondary,cellular,1107.05,no,yes,1,unknown,2,0.07493027715622733,4372,0
17381,60,housemaid,married,,,10566.1,no,no,0,unknown,2,0.07492460440259827,4373,0
16281,50,services,divorced,secondary,cellular,368.26,yes,no,0,unknown,2,0.07491633624497279,4374,0
20897,28,technician,married,secondary,cellular,789.16,yes,no,1,unknown,2,0.07490053716047482,4375,0
15951,30,technician,married,secondary,cellular,136.05,no,yes,1,unknown,2,0.07489359065557054,4376,0
17631,27,admin.,married,tertiary,cellular,298.96,yes,yes,2,unknown,2,0.07487667585650878,4377,0
20318,43,admin.,married,secondary,,26323.09,yes,no,0,unknown,2,0.07487122449268939,4378,0
21320,34,entrepreneur,married,tertiary,cellular,58.41,yes,no,1,unknown,2,0.0748111513608707,4379,0
20629,41,technician,married,tertiary,cellular,862.01,yes,yes,3,low,2,0.07480109276099474,4380,0
21531,56,technician,married,secondary,telephone,4217.58,no,yes,0,unknown,2,0.07473202571425598,4381,0
21036,38,technician,divorced,tertiary,,417.95,no,no,0,unknown,2,0.07470429626543272,4382,0
19599,48,services,divorced,secondary,cellular,183.25,yes,no,0,unknown,2,0.0746962560041737,4383,0
22132,36,management,single,tertiary,,375.69,no,no,0,unknown,2,0.0746844400901739,4384,0
18944,38,technician,married,secondary,cellular,-189.1,yes,no,2,unknown,2,0.07466178024219133,4385,0
20114,43,technician,married,,,1240.67,no,no,0,unknown,2,0.07463712838981784,4386,0
16475,45,management,married,tertiary,,3325.15,no,no,2,unknown,2,0.07462045493813804,4387,0
17449,31,management,single,tertiary,,72.78,no,no,0,unknown,2,0.07452506642078285,4388,0
22653,45,technician,married,secondary,cellular,1441.61,yes,no,1,unknown,2,0.07452094109143559,4389,0
15594,29,admin.,married,secondary,cellular,6603.9,yes,yes,1,low,2,0.0744865694538447,4390,0
16425,27,technician,single,secondary,cellular,110.14,yes,yes,6,low,2,0.07446192585475218,4391,0
18660,40,self-employed,married,tertiary,cellular,200.43,yes,no,1,unknown,2,0.07446186680241497,4392,0
21503,53,entrepreneur,married,tertiary,cellular,54.22,no,yes,1,unknown,2,0.074416471554795,4393,0
16636,51,management,divorced,tertiary,,1056.73,no,no,0,unknown,2,0.07439421947969434,4394,0
17689,34,services,single,secondary,cellular,-699.66,yes,no,0,unknown,2,0.07437846134475389,4395,0
16710,33,self-employed,married,tertiary,cellular,1188.96,yes,no,0,unknown,2,0.07437751764496991,4396,0
21235,58,housemaid,married,primary,cellular,4695.67,no,no,0,unknown,2,0.0743597363695752,4397,0
19095,47,unemployed,married,primary,telephone,4364.22,no,no,1,unknown,2,0.07433732244641572,4398,0
19026,37,technician,single,tertiary,,131.63,no,no,0,unknown,2,0.07433501107042276,4399,0
16819,36,blue-collar,single,secondary,cellular,185.18,yes,yes,3,low,2,0.07433196968344526,4400,0
21966,56,blue-collar,married,secondary,telephone,419.75,yes,no,0,unknown,2,0.07430187153444506,4401,0
22996,33,entrepreneur,married,tertiary,cellular,1147.94,yes,no,0,unknown,2,0.07427776978527026,4402,0
20498,48,services,married,secondary,cellular,3820.33,yes,no,1,unknown,2,0.07425912645296488,4403,0
17234,32,self-employed,married,tertiary,cellular,321.23,no,yes,0,unknown,2,0.07419547561321496,4404,0
16945,37,admin.,divorced,secondary,cellular,326.14,yes,yes,2,low,2,0.07417097962352066,4405,0
17344,38,technician,single,tertiary,,105.28,no,no,0,unknown,2,0.07415556850234403,4406,0
19672,33,technician,married,secondary,cellular,-29.66,no,yes,1,unknown,2,0.07414222489847788,4407,0
19471,48,unemployed,married,primary,cellular,1410.97,no,no,2,unknown,2,0.07412194221345453,4408,0
15740,26,student,single,secondary,cellular,2159.14,yes,no,2,unknown,2,0.07412159718962104,4409,0
15547,58,blue-collar,married,primary,cellular,89.58,yes,no,3,low,2,0.07410710040195549,4410,0
17954,40,retired,married,primary,cellular,338.87,yes,no,1,low,2,0.07405718322035755,4411,0
18286,37,services,married,secondary,cellular,4564.16,yes,no,0,unknown,2,0.07404251704134385,4412,0
18075,32,management,single,tertiary,cellular,2088.03,yes,yes,1,unknown,2,0.07404132212085861,4413,0
21428,40,technician,married,secondary,cellular,2331.42,yes,no,0,unknown,2,0.07396611068814796,4414,0
20020,54,technician,married,secondary,cellular,2237.31,no,yes,0,unknown,2,0.073932078495147,4415,0
17021,59,management,divorced,tertiary,,1242.2,no,no,0,unknown,2,0.07392181442044399,4416,0
22545,32,management,single,tertiary,cellular,661.2,yes,yes,2,unknown,2,0.07386941705786462,4417,0
16851,50,blue-collar,divorced,primary,cellular,1514.46,yes,no,1,unknown,2,0.0738653480941219,4418,0
21913,39,self-employed,married,tertiary,cellular,1221.11,yes,no,0,unknown,2,0.07376434992398358,4419,0
21663,39,services,married,secondary,cellular,474.1,yes,no,3,unknown,2,0.07375789354579779,4420,0
18306,32,admin.,single,secondary,cellular,108.93,yes,yes,5,unknown,2,0.07371005225205261,4421,0
21467,50,management,married,secondary,cellular,2842.67,yes,no,0,unknown,2,0.07369509844747095,4422,0
21450,36,technician,married,secondary,cellular,664.12,yes,no,1,unknown,2,0.07367272247496431,4423,0
20052,40,services,single,secondary,telephone,844.59,yes,no,0,unknown,2,0.07365867390848961,4424,0
17413,32,technician,married,secondary,cellular,461.72,yes,no,1,unknown,2,0.07364300008920115,4425,0
16748,38,unemployed,single,secondary,cellular,2531.09,yes,no,2,unknown,2,0.07364211776447364,4426,0
18320,30,technician,married,secondary,cellular,363.13,yes,no,1,unknown,2,0.0736344350127557,4427,0
21559,36,admin.,single,secondary,,3523.68,no,no,0,unknown,2,0.07363338673728495,4428,0
18364,48,technician,married,secondary,cellular,461.49,no,yes,1,unknown,2,0.07360631536048994,4429,0
22656,32,blue-collar,married,primary,cellular,-1.4,yes,no,2,low,2,0.07359630784971902,4430,0
22684,39,blue-collar,married,primary,cellular,323.44,yes,no,2,low,2,0.07357753645762717,4431,0
19020,41,entrepreneur,married,tertiary,cellular,492.01,no,yes,0,unknown,2,0.07357423074939361,4432,0
18835,42,blue-collar,single,primary,cellular,-438.69,yes,no,2,unknown,2,0.07355190748325684,4433,0
20344,37,management,married,secondary,cellular,807.6,yes,no,1,unknown,2,0.07354681548837287,4434,0
16566,48,technician,married,secondary,cellular,1180.12,yes,no,1,unknown,2,0.07354204154181328,4435,0
17013,33,blue-collar,single,secondary,cellular,1065.96,yes,yes,2,low,2,0.07352748901031579,4436,0
20207,37,management,single,tertiary,,-59.62,no,no,0,unknown,2,0.07351369509445672,4437,0
18744,38,management,single,tertiary,,-13.03,no,no,0,unknown,2,0.07351145956294029,4438,0
18518,26,self-employed,married,tertiary,cellular,491.18,yes,no,0,unknown,2,0.07349390666458074,4439,0
