id,age,job,marital,education,preferred_contact,balance,loan_house,loan_personal,n_marketing_contacts,marketing_potential,call_length,investment,period
4701,36,services,married,secondary,telephone,1053,yes,no,1,low,99,0,0
4702,42,entrepreneur,married,primary,telephone,319,yes,no,0,unknown,17,0,0
4703,64,management,married,tertiary,telephone,5112,no,no,11,unknown,898,1260.32,0
4704,55,admin.,married,primary,cellular,0,yes,no,0,unknown,55,0,0
4705,52,admin.,married,secondary,NA,-732,yes,yes,0,unknown,61,0,0
4706,40,services,single,secondary,NA,23,yes,no,0,unknown,179,0,0
4707,25,NA,single,NA,NA,329,yes,no,0,unknown,158,0,0
4708,34,services,married,secondary,cellular,2956,no,no,0,unknown,835,645.09,0
4709,50,blue-collar,married,primary,cellular,216,yes,no,0,unknown,195,0,0
4710,32,management,single,tertiary,cellular,469,yes,no,0,unknown,925,0,0
4711,44,admin.,married,primary,NA,248,yes,no,0,unknown,234,0,0
4712,32,admin.,married,tertiary,NA,882,no,no,0,unknown,569,0,0
4713,48,admin.,married,secondary,cellular,0,no,no,0,unknown,108,0,0
4714,44,entrepreneur,married,tertiary,cellular,121,no,no,1,high,248,256.63,0
4715,30,technician,single,secondary,cellular,2371,no,no,2,unknown,661,557.77,0
4716,31,technician,single,tertiary,NA,1798,yes,no,0,unknown,393,0,0
4717,46,services,married,secondary,cellular,1550,yes,no,8,low,126,0,0
4718,31,management,married,tertiary,cellular,83,no,no,0,unknown,300,0,0
4719,56,services,divorced,secondary,cellular,218,yes,no,2,low,113,0,0
4720,29,entrepreneur,single,secondary,cellular,158,yes,no,0,unknown,241,0,0
4721,45,unemployed,married,NA,cellular,490,yes,no,0,unknown,776,0,0
4722,32,management,single,tertiary,cellular,202,no,no,0,unknown,16,0,0
4723,40,technician,divorced,tertiary,cellular,1871,yes,no,0,unknown,64,0,0
4724,30,admin.,divorced,secondary,cellular,55,yes,no,0,unknown,177,0,0
4725,61,retired,married,secondary,cellular,13164,no,no,0,unknown,92,0,0
4726,62,blue-collar,married,secondary,cellular,180,no,no,4,unknown,183,286.59,0
4727,48,technician,married,tertiary,cellular,150,yes,no,7,low,168,0,0
4728,40,technician,single,secondary,cellular,572,no,no,0,unknown,971,0,0
4729,45,blue-collar,divorced,primary,cellular,452,yes,no,0,unknown,96,0,0
4730,50,admin.,divorced,secondary,cellular,381,no,no,2,unknown,519,0,0
4731,57,unemployed,divorced,secondary,telephone,2762,no,no,0,unknown,100,0,0
4732,30,admin.,married,secondary,cellular,2074,no,no,0,unknown,98,0,0
4733,49,technician,married,secondary,cellular,308,no,no,0,unknown,266,0,0
4734,32,blue-collar,single,secondary,cellular,6982,yes,no,1,low,224,0,0
4735,39,blue-collar,single,primary,cellular,-100,yes,no,2,low,159,0,0
4736,54,management,single,tertiary,NA,0,yes,no,0,unknown,68,0,0
4737,27,admin.,single,secondary,cellular,1327,no,no,9,unknown,339,0,0
4738,35,blue-collar,single,secondary,NA,-257,yes,no,0,unknown,312,0,0
4739,32,blue-collar,single,secondary,cellular,3201,yes,no,5,low,98,0,0
4740,40,technician,married,secondary,cellular,694,yes,no,11,high,107,0,0
4741,35,management,married,tertiary,cellular,-196,yes,no,0,unknown,216,0,0
4742,56,management,married,secondary,cellular,2811,no,no,0,unknown,150,0,0
4743,34,technician,married,secondary,cellular,133,no,no,5,high,401,276.69,0
4744,52,blue-collar,single,NA,NA,905,yes,no,0,unknown,170,0,0
4745,58,blue-collar,married,secondary,cellular,842,no,no,0,unknown,253,0,0
4746,57,retired,divorced,primary,cellular,63,no,yes,0,unknown,1448,30.38,0
4747,40,blue-collar,married,primary,NA,-22,yes,no,0,unknown,84,0,0
4748,40,technician,married,secondary,NA,782,yes,no,0,unknown,224,0,0
4749,31,management,married,secondary,NA,89,yes,no,0,unknown,167,0,0
4750,32,unemployed,single,primary,cellular,911,no,yes,0,unknown,42,0,0
4751,48,admin.,married,secondary,telephone,368,yes,no,2,low,430,0,0
4752,41,management,divorced,tertiary,telephone,369,yes,no,0,unknown,9,0,0
4753,59,entrepreneur,married,primary,cellular,124,yes,no,7,low,531,0,0
4754,43,management,divorced,tertiary,cellular,3820,no,no,0,unknown,86,0,0
4755,31,management,single,tertiary,NA,1315,yes,no,0,unknown,156,0,0
4756,51,blue-collar,married,primary,cellular,2315,no,no,0,unknown,111,0,0
4757,44,blue-collar,married,secondary,NA,776,yes,no,0,unknown,306,0,0
4758,38,technician,married,tertiary,cellular,127,yes,no,2,high,113,0,0
4759,58,technician,married,tertiary,cellular,883,no,no,2,low,543,0,0
4760,34,management,married,secondary,cellular,879,yes,no,1,low,712,369.92,0
4761,39,unemployed,married,secondary,cellular,2245,no,no,0,unknown,749,164.08,0
4762,39,services,single,secondary,cellular,230,no,yes,0,unknown,106,0,0
4763,61,retired,married,NA,cellular,209,no,no,4,high,1011,0,0
4764,56,technician,married,secondary,cellular,1938,no,yes,4,high,229,354.44,0
4765,49,self-employed,single,secondary,cellular,766,yes,no,0,unknown,150,0,0
4766,66,retired,married,primary,cellular,2173,no,no,5,low,178,0,0
4767,58,blue-collar,married,primary,telephone,128,yes,no,0,unknown,49,0,0
4768,44,technician,married,secondary,NA,561,yes,no,0,unknown,613,0,0
4769,42,admin.,divorced,secondary,cellular,5354,yes,no,0,unknown,799,0,0
4770,57,admin.,married,NA,cellular,596,no,no,0,unknown,90,0,0
4771,26,management,single,tertiary,cellular,-8,no,no,0,unknown,402,0,0
4772,50,blue-collar,married,secondary,cellular,716,yes,no,0,unknown,444,0,0
4773,34,self-employed,married,tertiary,cellular,870,no,no,0,unknown,58,0,0
4774,30,services,single,secondary,NA,399,yes,yes,0,unknown,158,0,0
4775,47,blue-collar,married,secondary,cellular,820,no,no,0,unknown,98,372.51,0
4776,31,blue-collar,single,secondary,cellular,1,no,yes,0,unknown,174,0,0
4777,50,blue-collar,single,secondary,cellular,-111,yes,no,0,unknown,19,0,0
4778,32,technician,divorced,secondary,NA,1097,yes,no,0,unknown,298,0,0
4779,30,technician,single,secondary,cellular,4684,yes,no,0,unknown,268,811.54,0
4780,33,services,married,primary,cellular,0,yes,no,0,unknown,351,0,0
4781,51,housemaid,married,primary,NA,1275,no,no,0,unknown,92,0,0
4782,42,management,married,NA,NA,342,yes,no,0,unknown,156,0,0
4783,25,blue-collar,single,secondary,NA,335,yes,no,0,unknown,164,0,0
4784,46,management,divorced,tertiary,cellular,4629,no,no,0,unknown,446,0,0
4785,37,management,divorced,tertiary,cellular,896,no,yes,0,unknown,343,0,0
4786,33,blue-collar,married,NA,telephone,-923,yes,no,0,unknown,237,0,0
4787,43,blue-collar,married,primary,cellular,361,yes,no,0,unknown,87,0,0
4788,33,technician,single,NA,cellular,10600,no,no,2,low,202,0,0
4789,31,technician,married,secondary,cellular,297,no,no,0,unknown,551,0,0
4790,41,technician,married,tertiary,cellular,91,no,yes,0,unknown,204,0,0
4791,52,services,divorced,primary,cellular,-644,no,no,0,unknown,119,0,0
4792,46,management,married,tertiary,cellular,-3,no,no,0,unknown,728,0,0
4793,33,management,married,secondary,cellular,336,no,no,0,unknown,179,327.57,0
4794,58,management,married,tertiary,cellular,2183,yes,no,0,unknown,209,0,0
4795,30,technician,single,tertiary,cellular,0,no,no,0,unknown,214,0,0
4796,38,services,divorced,secondary,NA,5873,no,no,0,unknown,191,0,0
4797,56,unemployed,married,primary,cellular,3391,no,no,0,unknown,243,238.08,0
4798,64,retired,married,secondary,cellular,571,yes,no,0,unknown,1422,65.06,0
4799,60,services,married,primary,cellular,808,no,no,0,unknown,393,0,0
4800,57,retired,married,secondary,cellular,1841,no,no,1,high,127,0,0
4801,32,admin.,divorced,secondary,NA,43,yes,no,0,unknown,218,0,0
4802,35,technician,single,secondary,NA,1,no,no,0,unknown,66,0,0
4803,40,management,married,tertiary,cellular,8902,yes,no,0,unknown,464,0,0
4804,44,entrepreneur,married,primary,cellular,5039,no,no,0,unknown,317,0,0
4805,51,unemployed,divorced,primary,telephone,2244,no,no,0,unknown,360,0,0
4806,40,technician,married,secondary,NA,1259,no,no,0,unknown,234,0,0
4807,55,admin.,married,secondary,NA,332,yes,no,0,unknown,217,0,0
4808,35,technician,single,secondary,cellular,966,no,no,0,unknown,71,0,0
4809,49,technician,single,secondary,cellular,1245,no,no,2,low,115,0,0
4810,28,technician,single,secondary,cellular,909,no,yes,0,unknown,532,218.1,0
4811,28,blue-collar,married,secondary,cellular,1687,yes,no,0,unknown,121,0,0
4812,37,management,married,tertiary,NA,1393,no,yes,0,unknown,129,0,0
4813,49,blue-collar,married,primary,NA,355,yes,no,0,unknown,253,0,0
4814,31,management,single,tertiary,cellular,0,yes,no,0,unknown,76,0,0
4815,30,management,single,tertiary,cellular,520,yes,no,0,unknown,157,0,0
4816,58,services,married,secondary,telephone,2479,yes,no,0,unknown,292,0,0
4817,59,admin.,married,secondary,cellular,1914,yes,no,0,unknown,126,0,0
4818,37,blue-collar,divorced,secondary,NA,614,yes,no,0,unknown,185,0,0
4819,30,entrepreneur,divorced,tertiary,cellular,1192,no,no,0,unknown,83,0,0
4820,31,housemaid,single,secondary,cellular,13099,no,no,0,unknown,6,0,0
4821,43,admin.,married,secondary,cellular,264,yes,no,0,unknown,113,0,0
4822,28,technician,married,secondary,telephone,1944,yes,no,0,unknown,21,0,0
4823,44,services,married,secondary,telephone,1864,yes,no,0,unknown,10,0,0
4824,57,blue-collar,divorced,secondary,cellular,1103,yes,no,0,unknown,98,0,0
4825,35,blue-collar,divorced,secondary,NA,0,yes,no,0,unknown,1205,306.01,0
4826,30,management,single,tertiary,NA,78,yes,no,0,unknown,73,0,0
4827,36,blue-collar,married,secondary,cellular,1654,yes,yes,0,unknown,167,0,0
4828,31,entrepreneur,single,tertiary,NA,1340,yes,no,0,unknown,199,0,0
4829,22,student,single,NA,cellular,1215,no,no,1,low,145,99.72,0
4830,39,management,married,tertiary,cellular,28433,no,no,0,unknown,247,0,0
4831,33,management,married,tertiary,cellular,0,yes,no,1,low,535,264.25,0
4832,22,management,single,secondary,NA,594,yes,no,0,unknown,154,0,0
4833,33,blue-collar,married,secondary,cellular,328,yes,no,9,low,72,0,0
4834,79,retired,married,primary,telephone,3481,no,no,0,unknown,82,0,0
4835,50,self-employed,married,tertiary,cellular,4012,no,no,0,unknown,690,0,0
4836,50,management,married,NA,NA,3304,no,no,0,unknown,1009,0,0
4837,58,admin.,married,secondary,NA,749,yes,no,0,unknown,151,0,0
4838,40,services,married,secondary,cellular,884,no,no,0,unknown,166,0,0
4839,58,management,divorced,tertiary,cellular,0,no,no,0,unknown,73,0,0
4840,28,blue-collar,married,secondary,cellular,2378,yes,yes,0,unknown,800,0,0
4841,32,management,divorced,tertiary,NA,-634,yes,yes,0,unknown,275,0,0
4842,48,self-employed,married,secondary,cellular,252,no,no,0,unknown,261,0,0
4843,31,management,single,tertiary,NA,-26,yes,yes,0,unknown,448,0,0
4844,48,blue-collar,single,NA,NA,2961,no,no,0,unknown,361,0,0
4845,34,blue-collar,single,secondary,cellular,62,yes,no,0,unknown,105,0,0
4846,31,housemaid,married,secondary,NA,0,yes,no,0,unknown,327,0,0
4847,45,technician,divorced,secondary,cellular,5862,yes,no,3,unknown,352,0,0
4848,31,admin.,divorced,secondary,cellular,360,no,no,2,unknown,332,0,0
4849,25,blue-collar,single,secondary,cellular,303,no,no,0,unknown,265,293.3,0
4850,35,technician,married,secondary,cellular,294,yes,no,4,high,301,310.36,0
4851,41,management,married,tertiary,cellular,768,no,no,0,unknown,229,0,0
4852,49,management,single,primary,telephone,548,no,no,0,unknown,115,0,0
4853,45,technician,married,tertiary,NA,-302,no,yes,0,unknown,80,0,0
4854,29,student,single,secondary,cellular,1925,no,no,5,high,150,145.65,0
4855,34,technician,married,tertiary,cellular,23076,no,no,6,unknown,243,4905.51,0
4856,44,management,married,tertiary,NA,0,no,no,0,unknown,27,0,0
4857,26,admin.,married,NA,cellular,4311,no,no,0,unknown,75,0,0
4858,38,blue-collar,married,primary,NA,0,no,no,0,unknown,209,0,0
4859,46,technician,divorced,secondary,NA,164,yes,no,0,unknown,229,0,0
4860,42,housemaid,divorced,tertiary,cellular,364,no,no,0,unknown,52,0,0
4861,29,services,married,secondary,cellular,399,no,no,1,low,454,0,0
4862,52,management,married,tertiary,NA,1111,no,no,0,unknown,17,0,0
4863,50,blue-collar,married,NA,cellular,2065,no,no,0,unknown,161,0,0
4864,31,technician,single,secondary,cellular,77,yes,no,0,unknown,229,0,0
4865,31,blue-collar,single,secondary,cellular,4978,yes,no,0,unknown,313,0,0
4866,31,management,married,tertiary,cellular,11,yes,yes,0,unknown,155,0,0
4867,68,retired,married,primary,cellular,7945,no,no,0,unknown,210,0,0
4868,50,blue-collar,married,primary,NA,1533,yes,no,0,unknown,325,0,0
4869,25,technician,single,secondary,cellular,938,no,no,0,unknown,1048,379.1,0
4870,57,blue-collar,married,secondary,cellular,0,yes,no,0,unknown,125,0,0
4871,36,technician,married,secondary,cellular,25,no,no,0,unknown,98,0,0
4872,37,blue-collar,married,secondary,NA,1403,no,no,0,unknown,14,0,0
4873,37,technician,married,secondary,cellular,95,no,no,0,unknown,454,0,0
4874,60,retired,married,secondary,cellular,5789,yes,no,0,unknown,50,0,0
4875,32,management,single,tertiary,cellular,0,yes,yes,0,unknown,107,0,0
4876,30,management,single,tertiary,cellular,5359,no,no,1,high,119,1326.76,0
4877,41,unemployed,divorced,secondary,cellular,1281,no,no,0,unknown,45,0,0
4878,48,blue-collar,married,secondary,NA,48,yes,yes,0,unknown,144,0,0
4879,31,services,single,secondary,NA,481,yes,no,0,unknown,114,0,0
4880,45,blue-collar,married,primary,cellular,6691,no,no,0,unknown,211,0,0
4881,37,blue-collar,married,primary,NA,2378,yes,no,0,unknown,460,0,0
4882,38,entrepreneur,divorced,tertiary,NA,504,yes,no,0,unknown,68,0,0
4883,33,technician,single,tertiary,cellular,340,no,no,0,unknown,348,0,0
4884,31,management,married,tertiary,cellular,1384,yes,no,3,unknown,203,0,0
4885,26,blue-collar,single,secondary,cellular,5005,no,yes,0,unknown,117,676.23,0
4886,32,technician,married,secondary,cellular,344,yes,no,2,low,68,0,0
4887,28,blue-collar,single,secondary,cellular,1065,yes,yes,1,low,406,0,0
4888,51,housemaid,divorced,primary,NA,127,no,no,0,unknown,69,0,0
4889,32,blue-collar,married,primary,cellular,726,yes,no,0,unknown,188,0,0
4890,34,technician,single,secondary,cellular,105,yes,no,3,low,146,0,0
4891,38,blue-collar,married,secondary,cellular,279,yes,no,0,unknown,379,0,0
4892,35,entrepreneur,married,tertiary,NA,542,yes,yes,0,unknown,591,0,0
4893,28,admin.,single,secondary,cellular,1507,no,no,0,unknown,92,0,0
4894,47,housemaid,married,secondary,cellular,1765,no,no,0,unknown,59,0,0
4895,33,admin.,married,tertiary,cellular,585,yes,no,0,unknown,131,0,0
4896,43,technician,married,secondary,NA,1937,yes,no,0,unknown,181,0,0
4897,32,technician,single,tertiary,NA,190,yes,yes,0,unknown,352,0,0
4898,31,blue-collar,married,secondary,NA,671,yes,no,0,unknown,704,340.94,0
4899,36,blue-collar,married,secondary,cellular,382,yes,no,0,unknown,254,0,0
4900,43,management,married,tertiary,cellular,0,yes,no,5,low,240,0,0
4901,52,technician,divorced,secondary,cellular,152,no,no,0,unknown,404,281.7,0
4902,54,unemployed,married,tertiary,cellular,6590,no,no,0,unknown,160,0,0
4903,43,admin.,married,secondary,cellular,132,no,no,1,high,187,324.9,0
4904,31,technician,single,secondary,cellular,2544,no,no,3,high,252,573.33,0
4905,38,blue-collar,married,secondary,cellular,395,yes,no,2,low,83,0,0
4906,32,admin.,married,secondary,cellular,3,yes,yes,0,unknown,612,0,0
4907,40,management,married,tertiary,telephone,1308,no,no,0,unknown,1776,560.12,0
4908,35,blue-collar,married,secondary,telephone,360,yes,no,3,low,24,0,0
4909,57,entrepreneur,married,NA,cellular,975,yes,yes,0,unknown,236,0,0
4910,48,housemaid,married,secondary,cellular,0,no,no,0,unknown,270,284.78,0
4911,39,management,married,tertiary,cellular,-409,yes,no,0,unknown,590,0,0
4912,32,blue-collar,single,primary,cellular,1426,yes,no,0,unknown,114,0,0
4913,36,management,married,tertiary,cellular,1133,yes,no,2,unknown,293,492.57,0
4914,60,blue-collar,married,secondary,NA,40,no,no,0,unknown,126,0,0
4915,34,technician,single,secondary,cellular,179,no,no,0,unknown,294,0,0
4916,32,management,single,tertiary,NA,12686,yes,no,0,unknown,54,0,0
4917,39,management,married,tertiary,telephone,0,no,no,0,unknown,41,0,0
4918,35,services,married,secondary,NA,4170,yes,no,0,unknown,1777,787.8,0
4919,41,services,married,secondary,NA,1141,yes,no,0,unknown,228,0,0
4920,52,admin.,married,secondary,NA,192,no,yes,0,unknown,93,0,0
4921,40,management,married,secondary,cellular,156,no,no,0,unknown,357,0,0
4922,34,self-employed,single,tertiary,cellular,6,no,no,0,unknown,501,0,0
4923,60,management,married,primary,NA,295,no,no,0,unknown,126,0,0
4924,47,student,single,NA,telephone,107,no,no,0,unknown,119,0,0
4925,29,blue-collar,married,primary,cellular,163,yes,yes,0,unknown,80,0,0
4926,32,blue-collar,married,primary,cellular,642,no,yes,0,unknown,524,0,0
4927,31,admin.,single,secondary,cellular,779,yes,yes,0,unknown,219,0,0
4928,28,student,single,tertiary,cellular,1562,no,no,0,unknown,659,122.23,0
4929,61,housemaid,married,tertiary,cellular,746,no,no,0,unknown,108,0,0
4930,31,blue-collar,divorced,secondary,cellular,0,yes,yes,0,unknown,913,0,0
4931,37,admin.,married,secondary,NA,-498,yes,yes,0,unknown,175,0,0
4932,30,admin.,single,secondary,cellular,294,yes,yes,0,unknown,527,0,0
4933,32,unemployed,married,primary,telephone,309,yes,no,3,low,185,0,0
4934,46,management,divorced,tertiary,cellular,3,yes,yes,0,unknown,328,0,0
4935,49,blue-collar,married,secondary,telephone,863,yes,yes,0,unknown,101,0,0
4936,48,management,married,tertiary,cellular,879,no,no,0,unknown,136,0,0
4937,25,blue-collar,single,secondary,cellular,217,yes,no,0,unknown,504,288.66,0
4938,32,management,single,tertiary,cellular,4638,no,no,0,unknown,180,0,0
4939,32,blue-collar,single,secondary,NA,-578,no,no,0,unknown,115,0,0
4940,48,management,married,tertiary,cellular,4060,no,no,0,unknown,331,0,0
4941,43,admin.,single,secondary,telephone,309,yes,no,1,unknown,24,0,0
4942,31,self-employed,single,secondary,cellular,148,yes,yes,0,unknown,1145,0,0
4943,35,blue-collar,single,primary,NA,47,no,no,0,unknown,317,0,0
4944,58,entrepreneur,single,tertiary,telephone,6162,no,yes,0,unknown,112,0,0
4945,31,management,single,tertiary,cellular,18,no,no,0,unknown,332,0,0
4946,61,retired,married,secondary,cellular,1058,no,no,0,unknown,159,91.82,0
4947,42,blue-collar,married,primary,cellular,208,yes,no,0,unknown,82,0,0
4948,54,technician,divorced,secondary,cellular,0,yes,yes,5,low,62,0,0
4949,51,retired,married,secondary,cellular,-14,no,yes,0,unknown,564,0,0
4950,59,blue-collar,married,primary,cellular,625,no,no,0,unknown,133,0,0
4951,44,services,single,secondary,NA,106,no,no,0,unknown,109,0,0
4952,55,technician,single,tertiary,NA,92,yes,no,0,unknown,118,0,0
4953,38,technician,single,tertiary,cellular,178,yes,no,1,low,184,0,0
4954,32,blue-collar,single,secondary,cellular,1721,yes,no,2,low,184,0,0
4955,23,student,single,secondary,cellular,1298,no,no,0,unknown,603,108.68,0
4956,42,management,married,tertiary,cellular,1686,yes,yes,0,unknown,522,0,0
4957,31,management,married,tertiary,cellular,4720,yes,no,0,unknown,460,0,0
4958,58,services,married,secondary,NA,5087,no,no,0,unknown,135,0,0
4959,31,technician,single,tertiary,NA,2807,no,no,0,unknown,154,827.39,0
4960,34,unemployed,single,secondary,cellular,9895,no,no,0,unknown,356,0,0
4961,49,blue-collar,divorced,secondary,NA,848,yes,no,0,unknown,109,0,0
4962,26,services,married,secondary,NA,104,no,no,0,unknown,7,0,0
4963,36,services,divorced,secondary,cellular,54,yes,no,0,unknown,355,0,0
4964,42,admin.,divorced,secondary,NA,153,yes,no,0,unknown,844,321,0
4965,39,management,married,tertiary,cellular,5495,yes,no,0,unknown,391,0,0
4966,37,services,single,secondary,cellular,21,yes,no,2,unknown,96,0,0
4967,36,blue-collar,married,secondary,NA,2627,yes,no,0,unknown,94,0,0
4968,31,technician,married,tertiary,cellular,344,no,no,0,unknown,62,0,0
4969,31,admin.,single,tertiary,cellular,4129,no,no,1,low,105,0,0
4970,39,services,married,secondary,cellular,100,yes,no,0,unknown,132,0,0
4971,25,student,single,tertiary,cellular,538,yes,no,0,unknown,226,0,0
4972,27,blue-collar,married,primary,cellular,1535,yes,no,0,unknown,238,0,0
4973,27,management,single,tertiary,cellular,0,yes,no,0,unknown,124,0,0
4974,28,technician,married,secondary,cellular,1086,yes,no,0,unknown,1112,389.03,0
4975,56,admin.,divorced,secondary,cellular,985,no,yes,0,unknown,150,0,0
4976,32,services,married,secondary,cellular,1129,yes,no,2,low,903,403.88,0
4977,50,admin.,divorced,secondary,NA,1332,yes,no,0,unknown,95,0,0
4978,32,admin.,single,secondary,NA,-227,yes,yes,0,unknown,646,0,0
4979,36,entrepreneur,married,tertiary,cellular,4576,yes,no,0,unknown,272,0,0
4980,36,management,single,tertiary,cellular,181,yes,no,4,low,159,0,0
4981,30,services,married,secondary,NA,2,no,yes,0,unknown,50,0,0
4982,43,technician,married,tertiary,cellular,1796,no,no,0,unknown,352,0,0
4983,30,management,single,tertiary,cellular,67,no,no,0,unknown,578,0,0
4984,43,services,married,secondary,cellular,216,yes,yes,0,unknown,129,0,0
4985,33,admin.,divorced,secondary,cellular,335,yes,no,2,low,347,0,0
4986,32,technician,single,secondary,cellular,1210,yes,yes,4,low,107,0,0
4987,59,management,married,tertiary,cellular,138,yes,yes,4,low,106,0,0
4988,32,admin.,married,secondary,cellular,344,yes,yes,0,unknown,255,0,0
4989,36,management,married,tertiary,cellular,1594,yes,no,0,unknown,544,0,0
4990,58,technician,married,secondary,cellular,7429,no,no,0,unknown,199,0,0
4991,38,blue-collar,single,primary,cellular,12130,yes,no,13,low,455,0,0
4992,31,blue-collar,married,secondary,cellular,1660,yes,no,0,unknown,342,0,0
4993,39,blue-collar,married,primary,NA,0,yes,no,0,unknown,112,0,0
4994,28,technician,single,tertiary,cellular,172,yes,yes,0,unknown,194,0,0
4995,38,management,single,tertiary,cellular,633,no,no,0,unknown,171,0,0
4996,48,services,divorced,secondary,cellular,457,yes,no,5,unknown,199,0,0
4997,33,admin.,married,secondary,cellular,139,yes,yes,0,unknown,84,0,0
4998,32,management,single,tertiary,cellular,4262,yes,no,0,unknown,361,0,0
4999,33,self-employed,married,secondary,cellular,711,yes,no,0,unknown,90,0,0
5000,33,management,single,tertiary,cellular,369,no,no,0,unknown,143,0,0
5001,37,blue-collar,married,primary,NA,7,no,no,0,unknown,176,0,0
5002,40,blue-collar,divorced,secondary,NA,181,no,no,0,unknown,89,0,0
5003,38,services,married,secondary,NA,2289,no,no,0,unknown,89,0,0
5004,48,technician,single,secondary,NA,479,no,no,0,unknown,148,0,0
5005,49,management,married,tertiary,telephone,1,no,no,4,high,640,252,0
5006,43,management,married,tertiary,cellular,4923,yes,no,0,unknown,1102,0,0
5007,34,blue-collar,married,secondary,NA,1575,yes,no,0,unknown,148,0,0
5008,26,student,single,tertiary,cellular,294,no,no,2,high,87,53.1,0
5009,24,technician,single,tertiary,cellular,10,yes,no,2,unknown,78,0,0
5010,34,admin.,single,secondary,cellular,0,yes,no,2,low,214,0,0
5011,42,technician,married,secondary,cellular,166,no,no,0,unknown,319,0,0
5012,41,admin.,divorced,secondary,NA,-365,yes,no,0,unknown,226,0,0
5013,19,student,single,primary,cellular,608,no,no,2,high,236,69.36,0
5014,46,management,married,tertiary,cellular,16,yes,no,0,unknown,304,0,0
5015,26,unemployed,single,secondary,cellular,130,yes,no,0,unknown,283,0,0
5016,60,admin.,married,secondary,cellular,3735,no,no,10,high,248,733.57,0
5017,31,technician,single,tertiary,NA,1166,yes,no,0,unknown,207,0,0
5018,27,admin.,married,secondary,NA,-435,no,no,0,unknown,935,0,0
5019,26,technician,married,secondary,cellular,415,no,no,0,unknown,92,0,0
5020,36,management,married,tertiary,cellular,806,yes,no,1,low,106,0,0
5021,24,services,single,secondary,cellular,-1414,yes,yes,0,unknown,171,0,0
5022,38,blue-collar,married,NA,NA,5,yes,no,0,unknown,221,0,0
5023,48,retired,married,tertiary,cellular,4,no,yes,0,unknown,70,0,0
5024,39,blue-collar,married,primary,telephone,8637,yes,no,1,low,78,0,0
5025,43,blue-collar,single,primary,NA,30,yes,no,0,unknown,379,0,0
5026,68,retired,married,tertiary,cellular,2820,no,no,0,unknown,109,0,0
5027,35,blue-collar,single,secondary,NA,507,no,no,0,unknown,43,0,0
5028,38,management,married,tertiary,cellular,-498,no,no,0,unknown,85,0,0
5029,60,blue-collar,married,primary,telephone,29184,no,no,0,unknown,94,0,0
5030,58,admin.,divorced,secondary,telephone,1947,no,no,0,unknown,228,513.14,0
5031,48,technician,married,secondary,cellular,658,no,no,0,unknown,109,0,0
5032,33,admin.,married,secondary,telephone,89,no,no,0,unknown,524,0,0
5033,46,services,single,NA,cellular,454,no,no,0,unknown,155,0,0
5034,48,self-employed,married,tertiary,cellular,3118,no,no,0,unknown,371,0,0
5035,36,unemployed,divorced,secondary,cellular,871,no,no,0,unknown,396,84.21,0
5036,50,blue-collar,married,secondary,cellular,-731,yes,no,0,unknown,401,0,0
5037,40,blue-collar,married,secondary,cellular,0,yes,no,0,unknown,54,0,0
5038,50,management,divorced,tertiary,cellular,30,no,no,0,unknown,76,0,0
5039,50,technician,divorced,secondary,cellular,8016,no,no,0,unknown,903,0,0
5040,40,management,single,tertiary,cellular,0,yes,no,0,unknown,24,0,0
5041,36,self-employed,divorced,tertiary,cellular,1354,yes,no,2,high,1723,545.23,0
5042,48,technician,divorced,secondary,NA,-63,no,yes,5,unknown,7,0,0
5043,42,technician,married,secondary,cellular,4837,no,no,0,unknown,91,0,0
5044,47,blue-collar,divorced,secondary,cellular,169,yes,no,0,unknown,141,0,0
5045,44,blue-collar,divorced,primary,cellular,-97,yes,yes,4,low,197,0,0
5046,37,blue-collar,divorced,secondary,NA,368,yes,no,0,unknown,194,0,0
5047,59,housemaid,married,primary,cellular,182,no,no,0,unknown,133,0,0
5048,61,retired,married,secondary,cellular,286,no,no,0,unknown,525,0,0
5049,28,admin.,single,secondary,NA,-103,yes,no,0,unknown,252,0,0
5050,59,retired,married,NA,cellular,201,no,no,0,unknown,69,0,0
5051,34,technician,married,secondary,cellular,-136,yes,yes,0,unknown,131,0,0
5052,39,blue-collar,married,primary,NA,592,yes,no,0,unknown,222,0,0
5053,45,blue-collar,married,secondary,cellular,-96,no,no,0,unknown,517,0,0
5054,28,admin.,single,secondary,cellular,2,no,no,0,unknown,60,0,0
5055,26,entrepreneur,married,NA,cellular,345,yes,yes,0,unknown,149,0,0
5056,52,technician,married,secondary,telephone,1423,no,no,1,unknown,384,0,0
5057,31,services,married,secondary,NA,-331,yes,no,0,unknown,203,0,0
5058,47,management,married,tertiary,cellular,0,yes,no,3,low,194,0,0
5059,36,blue-collar,single,secondary,cellular,767,yes,no,2,unknown,62,0,0
5060,49,blue-collar,married,secondary,NA,787,yes,no,0,unknown,280,0,0
5061,37,technician,single,secondary,NA,864,yes,no,0,unknown,171,0,0
5062,37,management,married,tertiary,cellular,393,yes,no,2,high,62,0,0
5063,28,unemployed,married,secondary,cellular,-42,yes,yes,0,unknown,143,0,0
5064,54,self-employed,married,primary,cellular,277,yes,no,3,low,300,0,0
5065,24,student,single,secondary,cellular,1719,no,no,0,unknown,161,0,0
5066,33,self-employed,single,secondary,cellular,238,yes,yes,0,unknown,45,0,0
